"t"	"vt"	"alpha"	"beta"	"phi"	"theta"	"psi"	"p"	"q"	"r"	"x9"	"x10"	"alt"	"power"	"nz"	"ps"	"ny_r"
7.939999999999876e+00	-2.244118460221168e+01	1.382918761805088e-02	8.844644145284574e-06	4.860884893666052e-05	2.687722150514317e-01	7.639874807978256e-04	4.068113434920252e-06	1.418970748846009e-02	-2.405645135016726e-06	5.162243633666282e+02	-3.321985000673609e+02	-4.413780702194029e+01	-3.223060744328836e-03	-7.431838658426493e-02	-1.486407131058175e-05	2.807496342232777e-05
7.949999999999876e+00	-2.253725136929486e+01	1.391783619021955e-02	8.901472023581192e-06	5.075863125369278e-05	2.689148722117504e-01	7.646643819369427e-04	3.274440096552676e-06	1.430056186738064e-02	-1.919618024972310e-06	5.161309624715349e+02	-3.321330079820603e+02	-4.255683597566062e+01	-3.191049471910898e-03	-7.478889749468554e-02	-1.481613157906615e-05	2.797997107210456e-05
7.959999999999877e+00	-2.263345664201590e+01	1.400685649547076e-02	8.952534908453735e-06	5.290702515149981e-05	2.690586204221084e-01	7.653608331410583e-04	2.523574177420842e-06	1.440905588437990e-02	-1.429574157372744e-06	5.160333509170582e+02	-3.320648089849756e+02	-4.097633527089918e+01	-3.159355718023209e-03	-7.526118382451674e-02	-1.477499599238182e-05	2.789025908731382e-05
7.969999999999876e+00	-2.272980013836926e+01	1.409623186471218e-02	8.997895909141827e-06	5.505460171239616e-05	2.692034381208773e-01	7.660768620644489e-04	1.814127361274677e-06	1.451547756153159e-02	-9.368905041245339e-07	5.159315282706115e+02	-3.319939028429960e+02	-3.939631843307200e+01	-3.127976344785920e-03	-7.573523898739953e-02	-1.474024407969354e-05	2.780574470079339e-05
7.979999999999877e+00	-2.282628159259268e+01	1.418594780619835e-02	9.037628464447955e-06	5.720191833609659e-05	2.693493064358399e-01	7.668124921631497e-04	1.144782420513688e-06	1.462008795363658e-02	-4.428785567608907e-07	5.158254941141101e+02	-3.319202893324288e+02	-3.781679903706873e+01	-3.096908246458244e-03	-7.621105923441540e-02	-1.471147040243600e-05	2.772634611483392e-05
7.989999999999876e+00	-2.292290075483400e+01	1.427599179593981e-02	9.071815801849721e-06	5.934951933851720e-05	2.694962089323599e-01	7.675677426907674e-04	5.142820441900682e-07	1.472312363850090e-02	5.121425314933738e-08	5.157152480447901e+02	-3.318439682395139e+02	-3.623779070453773e+01	-3.066148348928588e-03	-7.668864330922975e-02	-1.468828383929538e-05	2.765198223380244e-05
7.999999999999876e+00	-2.301965739083550e+01	1.436635308755927e-02	9.100550393923667e-06	6.149793645187184e-05	2.696441313848308e-01	7.683426287386815e-04	-7.858077743267165e-08	1.482479897102408e-02	5.442032117232735e-07	5.156007896759332e+02	-3.317649393608809e+02	-3.465930710139357e+01	-3.035693609237196e-03	-7.716799213955827e-02	-1.467030697416758e-05	2.758257244118767e-05
8.009999999999875e+00	-2.311655128163261e+01	1.445702253974034e-02	9.123933413854690e-06	6.364768924095937e-05	2.697930615691780e-01	7.691371613157136e-04	-6.349709924639924e-07	1.492530812432775e-02	1.034965041998587e-06	5.154821186375134e+02	-3.316832025039541e+02	-3.308136193552758e+01	-3.005541015126553e-03	-7.764910856128449e-02	-1.465717557259306e-05	2.751803641618198e-05
8.019999999999875e+00	-2.321358222326341e+01	1.454799245961197e-02	9.142074191659762e-06	6.579928544874817e-05	2.699429890744128e-01	7.699513474627890e-04	-1.156018511686460e-06	1.502482693875268e-02	1.522436670400363e-06	5.153592345767698e+02	-3.315987574873146e+02	-3.150396895470594e+01	-2.975687584615860e-03	-7.813199707210750e-02	-1.464853813389910e-05	2.745829398541649e-05
8.029999999999875e+00	-2.331075002648708e+01	1.463925646056685e-02	9.155089672641126e-06	6.795322128282723e-05	2.700939051314380e-01	7.707851903984974e-04	-1.642824160508803e-06	1.512351459743064e-02	2.005614028112663e-06	5.152321371587188e+02	-3.315116041410204e+02	-2.992714194463912e+01	-2.946130365596362e-03	-7.861666361177733e-02	-1.464405550777074e-05	2.740326500589036e-05
8.039999999999875e+00	-2.340805451650873e+01	1.473080933316213e-02	9.163103879454121e-06	7.010998165283883e-05	2.702458024574819e-01	7.716386896917973e-04	-2.096464685704658e-06	1.522151514532188e-02	2.483550877020063e-06	5.151008260666117e+02	-3.314217423068954e+02	-2.835089472720747e+01	-2.916866435444756e-03	-7.910311536624182e-02	-1.464340056537375e-05	2.735286927553395e-05
8.049999999999875e+00	-2.350549553270911e+01	1.482264692788685e-02	9.166247379079655e-06	7.227004036782582e-05	2.703986751146957e-01	7.725118414584472e-04	-2.517996930143326e-06	1.531895886685506e-02	2.955357651312118e-06	5.149653010023433e+02	-3.313291718387867e+02	-2.677524115883234e+01	-2.887892900652614e-03	-7.959136059347038e-02	-1.464625791629484e-05	2.730702646820435e-05
8.059999999999874e+00	-2.360307292837770e+01	1.491476604869464e-02	9.164656755879114e-06	7.443386030127818e-05	2.705525183815973e-01	7.734046385780158e-04	-2.908461276348647e-06	1.541596353579740e-02	3.420200307420029e-06	5.148255616868180e+02	-3.312338926027940e+02	-2.520019512897832e+01	-2.859206896469672e-03	-8.008140846874312e-02	-1.465232366367238e-05	2.726565609021661e-05
8.069999999999874e+00	-2.370078657044859e+01	1.500716435630422e-02	9.158474091817956e-06	7.660189353070688e-05	2.707073286361669e-01	7.743170709286025e-04	-3.268884448531099e-06	1.551263554970283e-02	3.877299176108045e-06	5.146816078602800e+02	-3.311359044774786e+02	-2.362577055877833e+01	-2.830805586559652e-03	-8.057326894741568e-02	-1.466130519080966e-05	2.722867745580073e-05
8.079999999999874e+00	-2.379863633923734e+01	1.509984028037538e-02	9.147846454856195e-06	7.877458145769491e-05	2.708631032495202e-01	7.752491256366376e-04	-3.600281753120075e-06	1.560907095993850e-02	4.325927811713319e-06	5.145334392826089e+02	-3.310352073540490e+02	-2.205198139977166e+01	-2.802686162667141e-03	-8.106695264359942e-02	-1.467292097340914e-05	2.719600967913590e-05
8.089999999999874e+00	-2.389662212817932e+01	1.519279293974210e-02	9.132925396414794e-06	8.095235491359684e-05	2.710198404891858e-01	7.762007873393441e-04	-3.903658828930016e-06	1.570535640735268e-02	4.765411834510612e-06	5.143810557335862e+02	-3.309318011365290e+02	-2.047884163274240e+01	-2.774845844294337e-03	-8.156247072296630e-02	-1.468690041231675e-05	2.716757168083382e-05
8.099999999999874e+00	-2.399474384334258e+01	1.528602206799104e-02	9.113866420737905e-06	8.313563418987243e-05	2.711775394277859e-01	7.771720384688283e-04	-4.180012688573361e-06	1.580156999956866e-02	5.195127895248151e-06	5.142244570133548e+02	-3.308256857420747e+02	-1.890636526758489e+01	-2.747281879014803e-03	-8.205983481942791e-02	-1.470298374408557e-05	2.714328222334872e-05
8.109999999999873e+00	-2.409300140356401e+01	1.537952795118681e-02	9.090828569184444e-06	8.532482925416575e-05	2.713361998688272e-01	7.781628595163916e-04	-4.430333186744616e-06	1.589778203827706e-02	5.614502223317869e-06	5.140636429422508e+02	-3.307168611008211e+02	-1.733456634065642e+01	-2.719991541016666e-03	-8.255905693231913e-02	-1.472092178245514e-05	2.712305991207896e-05
8.119999999999873e+00	-2.419139474006000e+01	1.547331136709108e-02	9.063973929215009e-06	8.752033979044802e-05	2.714958222720601e-01	7.791732293241909e-04	-4.655603474614039e-06	1.599405573486486e-02	6.023009543384061e-06	5.138986133611263e+02	-3.306053271561035e+02	-1.576345891444255e+01	-2.692972131202371e-03	-8.306014936078920e-02	-1.474047583298864e-05	2.710682324359043e-05
8.129999999999873e+00	-2.428992379612228e+01	1.556737353053722e-02	9.033467168692341e-06	8.972255527257424e-05	2.716564076865173e-01	7.802031253797281e-04	-4.856800301325951e-06	1.609044785517277e-02	6.420171895557937e-06	5.137293681315699e+02	-3.304910838646009e+02	-1.419305707691585e+01	-2.666220977021237e-03	-8.356312464277416e-02	-1.476141758189777e-05	2.709449065553640e-05
8.139999999999873e+00	-2.438858852685649e+01	1.566171604422451e-02	8.999475089779029e-06	9.193185505420245e-05	2.718179576901821e-01	7.812525241120247e-04	-5.034894135890816e-06	1.618700930176681e-02	6.805557409772880e-06	5.135559071360702e+02	-3.303741311964408e+02	-1.262337494078251e+01	-2.639735432183925e-03	-8.406799550012778e-02	-1.478352897531408e-05	2.708598058010140e-05
8.149999999999872e+00	-2.448738889892084e+01	1.575634085408088e-02	8.962166195865511e-06	9.414860846330243e-05	2.719804743350975e-01	7.823214011897337e-04	-5.190849088717985e-06	1.628378564416477e-02	7.178779064048778e-06	5.133782302781630e+02	-3.302544691352932e+02	-1.105442664279215e+01	-2.613512876382759e-03	-8.457477479127373e-02	-1.480660209996977e-05	2.708121150287523e-05
8.159999999999872e+00	-2.458632489026471e+01	1.585125020878697e-02	8.921710271966086e-06	9.637317490292849e-05	2.721439600974283e-01	7.834097318198905e-04	-5.325622664307566e-06	1.638081760182588e-02	7.539493426815449e-06	5.131963374825679e+02	-3.301320976784574e+02	-9.486226343109351e+00	-2.587550715017527e-03	-8.508347547053496e-02	-1.483043906351493e-05	2.708010202610864e-05
8.169999999999872e+00	-2.468539648986770e+01	1.594644662309284e-02	8.878277978968098e-06	9.860590395964288e-05	2.723084178320404e-01	7.845174910461420e-04	-5.440165373053822e-06	1.647814148433645e-02	7.887399383871068e-06	5.130102286953122e+02	-3.300070168369434e+02	-7.918788224738165e+00	-2.561846378926452e-03	-8.559411055346899e-02	-1.485485187298680e-05	2.708257093543166e-05
8.179999999999872e+00	-2.478460369747910e+01	1.604193284459110e-02	8.832040462068943e-06	1.008471355206928e-04	2.724738507311961e-01	7.856446540453722e-04	-5.535420227068861e-06	1.657578959274272e-02	8.222236850805031e-06	5.128199038838460e+02	-3.298792266355435e+02	-6.352126492996959e+00	-2.536397324121889e-03	-8.610669308759000e-02	-1.487966231020363e-05	2.708853726918858e-05
8.189999999999872e+00	-2.488394652335829e+01	1.613771182363843e-02	8.783168973683433e-06	1.030971999008086e-04	2.726402622870047e-01	7.867911964217604e-04	-5.612322142018918e-06	1.667379058557306e-02	8.543785471975943e-06	5.126253630371475e+02	-3.297487271129027e+02	-4.786255375042330e+00	-2.511201031530633e-03	-8.662123612781869e-02	-1.490470180308363e-05	2.709792038964198e-05
8.199999999999871e+00	-2.498342498801595e+01	1.623378668615557e-02	8.731834511058236e-06	1.053564179792855e-04	2.728076562573004e-01	7.879570944973979e-04	-5.671797264552466e-06	1.677216981282983e-02	8.851863307358151e-06	5.124266061658217e+02	-3.296155183215818e+02	-3.221189119435309e+00	-2.486255006738466e-03	-8.713775271626201e-02	-1.492981129209025e-05	2.711064005537219e-05
8.209999999999871e+00	-2.508303912195668e+01	1.633016070904525e-02	8.678207468786180e-06	1.076251013478143e-04	2.729760366346470e-01	7.891423255986584e-04	-5.714762242553276e-06	1.687094962085699e-02	9.146325508706168e-06	5.122236333021909e+02	-3.294796003281170e+02	-1.656941995748639e+00	-2.461556779738736e-03	-8.765625586575609e-02	-1.495484109118355e-05	2.712661649425969e-05
8.219999999999871e+00	-2.518278896542326e+01	1.642683729800240e-02	8.622457306367267e-06	1.099035524693683e-04	2.731454076182006e-01	7.903468683376246e-04	-5.742123453521779e-06	1.697014963070612e-02	9.427062986679894e-06	5.120164445003815e+02	-3.293409732130760e+02	-9.352829421246156e-02	-2.437103904684819e-03	-8.817675854677187e-02	-1.497965074281452e-05	2.714577047651734e-05
8.229999999999871e+00	-2.577311611354368e+01	1.032598244638703e-02	8.150793826783341e-06	1.074554331597409e-04	2.709876649433876e-01	7.857023360588927e-04	-7.690631887056162e-04	-4.659988754531488e-01	-1.019474173228729e-05	5.118031826921194e+02	-3.291984090556688e+02	1.480704894902175e+00	-2.412862373878909e-03	4.765636912705808e+00	2.409094279600755e-03	1.983771746985598e-05
8.239999999999871e+00	-2.634731673157748e+01	7.916758174537196e-04	6.531086484550299e-06	9.516795267671058e-05	2.640887811263768e-01	7.690133220713340e-04	-1.471927162276064e-03	-9.012071131082232e-01	-3.826900428939345e-05	5.115814202256987e+02	-3.290503213111622e+02	3.074320748278467e+00	-2.388854257696716e-03	4.617591861225209e+00	2.395517566816674e-03	7.705921016951055e-06
8.249999999999870e+00	-2.684770482122191e+01	-1.130482445646978e-02	4.005502398460976e-06	7.430160403817913e-05	2.532098932785149e-01	7.420415543576566e-04	-2.072905766033738e-03	-1.263478801166642e+00	-7.216591688145369e-05	5.113515564266293e+02	-3.288969936018532e+02	4.678115316025824e+00	-2.365085090605945e-03	4.476746490576598e+00	2.373318596647141e-03	-8.179449584983856e-06
8.259999999999870e+00	-2.725732116208360e+01	-2.544683297453271e-02	8.032207129262163e-07	4.603167589659444e-05	2.390382611004485e-01	7.063987491623649e-04	-2.582098991402568e-03	-1.561210904882816e+00	-1.105617679348109e-04	5.111142766183161e+02	-3.287388907465220e+02	6.283933278587014e+00	-2.341552524790837e-03	4.342281512402334e+00	2.343655305798947e-03	-2.719424875000655e-05
8.269999999999870e+00	-2.756583335274918e+01	-4.118144461738398e-02	-2.869666806797166e-06	1.143403937607965e-05	2.221786302144619e-01	6.635227759358624e-04	-3.008837702292664e-03	-1.802414089964411e+00	-1.523670862504201e-04	5.108704421593857e+02	-3.285765880366083e+02	7.884624176021816e+00	-2.318254241737389e-03	4.213242947684242e+00	2.307573156077588e-03	-4.881894332617793e-05
8.279999999999870e+00	-2.776791917598483e+01	-5.811552006090606e-02	-6.827810526010210e-06	-2.851006684149214e-05	2.031580022317058e-01	6.146862472158400e-04	-3.361697984424573e-03	-1.994425774909822e+00	-1.966754276569614e-04	5.106210301720421e+02	-3.284107327324939e+02	9.473938111169574e+00	-2.295187959578272e-03	4.088681435305552e+00	2.266012424428433e-03	-7.261718003885187e-05
8.289999999999869e+00	-2.786205199333358e+01	-7.590899473157625e-02	-1.090442150420423e-05	-7.290553912713122e-05	1.824342103770064e-01	5.610140599390181e-04	-3.648554810880678e-03	-2.143813342046822e+00	-2.427176693274676e-04	5.103670898057845e+02	-3.282420162417119e+02	1.104640738643299e+01	-2.272351421634300e-03	3.967726111481626e+00	2.219818836173670e-03	-9.821609338851560e-05
8.299999999999869e+00	-2.784955763842119e+01	-9.426869011570160e-02	-1.494998102736622e-05	-1.209370355888798e-04	1.604039796724067e-01	5.034997332405086e-04	-3.876625172690277e-03	-2.256362433364245e+00	-2.898280502212169e-04	5.101097076667763e+02	-3.280711521325014e+02	1.259724962200679e+01	-2.249742393704660e-03	3.849620034734835e+00	2.169752077960640e-03	-1.252914871423218e-04
8.309999999999869e+00	-2.773389158169081e+01	-1.129425905276273e-01	-1.883143785842038e-05	-1.718636296662489e-04	1.374104593764555e-01	4.430206071303781e-04	-4.052508305890878e-03	-2.337115265590457e+00	-3.374191089784469e-04	5.098499802388126e+02	-3.278988586008195e+02	1.412228655448901e+01	-2.227358659193870e-03	3.733732266600045e+00	2.116493216019535e-03	-1.535566584725343e-04
8.319999999999869e+00	-2.752021228315707e+01	-1.317117590200471e-01	-2.243044601302754e-05	-2.250053267445490e-04	1.137540519326930e-01	3.803613952707758e-04	-4.182306950350057e-03	-2.390478135854842e+00	-3.849533183576906e-04	5.095890051081425e+02	-3.277258531314231e+02	1.561782420515127e+01	-2.205197986286055e-03	3.619556541168321e+00	2.060659868822019e-03	-1.827493056441288e-04
8.329999999999869e+00	-2.721423176815040e+01	-1.503935691802745e-01	-2.563877592401592e-05	-2.797651264698443e-04	8.968629509258474e-02	3.161958018369507e-04	-4.270960719091221e-03	-2.420058617028096e+00	-4.320781300953970e-04	5.093278231812188e+02	-3.275528150388266e+02	1.708075168164920e+01	-2.183258229837912e-03	3.506727665714600e+00	2.002787067581958e-03	-2.125541354504971e-04
8.339999999999868e+00	-2.682341394488219e+01	-1.688316370298205e-01	-2.837133547945388e-05	-3.355931898183235e-04	6.542841219145569e-02	2.511295855031239e-04	-4.323317625350750e-03	-2.429221529724914e+00	-4.782179726673399e-04	5.090674454051258e+02	-3.273804032387621e+02	1.850832129678841e+01	-2.161537235132598e-03	3.394926101021234e+00	1.943364571426206e-03	-2.427541407885630e-04
8.349999999999868e+00	-2.635545678897513e+01	-1.868928151336650e-01	-3.055618455113631e-05	-3.919967531258661e-04	4.117049988065050e-02	1.856980879662378e-04	-4.343890741480244e-03	-2.420770298550182e+00	-5.229386517735639e-04	5.088088212314129e+02	-3.272092358608525e+02	1.989820049248084e+01	-2.140032675471316e-03	3.283947546391709e+00	1.882828464134109e-03	-2.731435356183896e-04
8.359999999999868e+00	-2.581865147641722e+01	-2.044666295415592e-01	-3.213650914762387e-05	-4.485376587746471e-04	1.707509795441275e-02	1.203732631275176e-04	-4.336831606132841e-03	-2.397151121380570e+00	-5.658694048115635e-04	5.085528105907658e+02	-3.270398719195061e+02	2.124856759886745e+01	-2.118741347233657e-03	3.173665645366373e+00	1.821566700498862e-03	-3.035260388558110e-04
8.369999999999868e+00	-2.522123790929406e+01	-2.214616659025466e-01	-3.306888946912263e-05	-5.048347517198124e-04	-6.720564599005980e-03	5.556435492994556e-05	-4.305795935542974e-03	-2.360422805937026e+00	-6.066695213907460e-04	5.083001947876999e+02	-3.268728189380145e+02	2.255790760353555e+01	-2.097660308542710e-03	3.064017002609501e+00	1.759914574587355e-03	-3.337204930999194e-04
8.379999999999868e+00	-2.457103558825981e+01	-2.377936870374934e-01	-3.331787964321598e-05	-5.605406748601657e-04	-3.009163024464441e-02	-8.353500735875613e-06	-4.253991227208639e-03	-2.312296975295723e+00	-6.449778541125479e-04	5.080517539807478e+02	-3.267085839104169e+02	2.382456762567028e+01	-2.076788457553072e-03	2.954999541644443e+00	1.698173581187713e-03	-3.635433481339091e-04
8.389999999999867e+00	-2.387590262365804e+01	-2.533901289994188e-01	-3.286009663395581e-05	-6.153458763545441e-04	-5.292782708902307e-02	-7.104192789584885e-05	-4.184345954522846e-03	-2.254271229522190e+00	-6.804508494316557e-04	5.078082085862023e+02	-3.265476346974100e+02	2.504709469432238e+01	-2.056124808800982e-03	2.846655596162032e+00	1.636612918481092e-03	-3.928180302480778e-04
8.399999999999867e+00	-2.314386003344889e+01	-2.681959027503643e-01	-3.168684829222379e-05	-6.689904205252081e-04	-7.513889355689440e-02	-1.322125421141417e-04	-4.099542630789782e-03	-2.187688689839727e+00	-7.128036304147611e-04	5.075701496542423e+02	-3.263903544743020e+02	2.622456720923739e+01	-2.035667076632977e-03	2.739052277004677e+00	1.575462494832395e-03	-4.213880328723840e-04
8.409999999999867e+00	-2.238274898284013e+01	-2.821648179592094e-01	-2.979984470977501e-05	-7.212476615397238e-04	-9.664568190527124e-02	-1.916077301679388e-04	-4.002026473506641e-03	-2.113742546964162e+00	-7.417709733154526e-04	5.073381014161446e+02	-3.262370828165029e+02	2.735623090118433e+01	-2.015413075177890e-03	2.632282985614629e+00	1.514925573272514e-03	-4.491042959225164e-04
8.419999999999867e+00	-2.160011608507850e+01	-2.952595089398032e-01	-2.721070474592080e-05	-7.719250728121663e-04	-1.173801649557531e-01	-2.490014057906197e-04	-3.893994665055985e-03	-2.033490396717013e+00	-7.671131125158597e-04	5.071125141079269e+02	-3.260881110878756e+02	2.844151247835048e+01	-1.995360680068853e-03	2.526458711216410e+00	1.455178159760611e-03	-4.758272714478819e-04
8.429999999999866e+00	-2.080315586824031e+01	-3.074505980076045e-01	-2.394016474575815e-05	-8.208620469263867e-04	-1.372843577071442e-01	-3.041967970556946e-04	-3.777416182003461e-03	-1.947877456590363e+00	-7.886176333497588e-04	5.068937641329252e+02	-3.259436825798110e+02	2.948001136715084e+01	-1.975507805813039e-03	2.421701469108331e+00	1.396371272810755e-03	-5.014273575236768e-04
8.439999999999866e+00	-1.999866370386435e+01	-3.187158939938253e-01	-2.001723229208388e-05	-8.679274901988782e-04	-1.563093016068251e-01	-3.570242357822354e-04	-3.654052172130076e-03	-1.857756355733858e+00	-8.061007677317045e-04	5.066821558876428e+02	-3.258039937235658e+02	3.047148848036554e+01	-1.955852396035347e-03	2.318138906287405e+00	1.338633274829209e-03	-5.257851782802014e-04
8.449999999999866e+00	-1.919299583108019e+01	-3.290396878529918e-01	-1.547832098525985e-05	-9.130174762768405e-04	-1.744141932135934e-01	-4.073391723278225e-04	-3.525474531998516e-03	-1.763903097080854e+00	-8.194084359198845e-04	5.064779244696240e+02	-3.256691958696972e+02	3.141585458440807e+01	-1.936392421211171e-03	2.215899879604304e+00	1.282072021312413e-03	-5.487918414454995e-04
8.459999999999866e+00	-1.839203641681418e+01	-3.384121408387424e-01	-1.036638059557570e-05	-9.560529949349144e-04	-1.915656467306138e-01	-4.550204048585263e-04	-3.393082620704748e-03	-1.667029650055482e+00	-8.284170852423298e-04	5.062812390001957e+02	-3.255393974618693e+02	3.231315894984058e+01	-1.917125880676156e-03	2.115110902223106e+00	1.226776810429917e-03	-5.703491822166945e-04
8.469999999999866e+00	-1.760117620482221e+01	-3.468287669229623e-01	-4.730100549780996e-06	-9.969777877877799e-04	-2.077370569732123e-01	-4.999684040971864e-04	-3.258119883787110e-03	-1.567794609818250e+00	-8.330345117069193e-04	5.060922061309784e+02	-3.254146663190043e+02	3.316357935510352e+01	-1.898050802682950e-03	2.015893457611102e+00	1.172820191153281e-03	-5.903699935704308e-04
8.479999999999865e+00	-1.682527933846371e+01	-3.542899490718836e-01	1.377179665969575e-06	-1.035756400944455e-03	-2.229081463550692e-01	-5.421042470912283e-04	-3.121681999328687e-03	-1.466807327042782e+00	-8.331998208118414e-04	5.059108747789696e+02	-3.252950327401488e+02	3.396741092238027e+01	-1.879165256519854e-03	1.918361545774812e+00	1.120259359928025e-03	-6.087782555944114e-04
8.489999999999865e+00	-1.606863401927885e+01	-3.608003033167884e-01	7.899165088400195e-06	-1.072372077548362e-03	-2.370645485478234e-01	-5.813690125532481e-04	-2.984716344714795e-03	-1.364624470347225e+00	-8.288809028710137e-04	5.057372442408458e+02	-3.251804948498252e+02	3.472504890129348e+01	-1.860467378479470e-03	1.822619204314586e+00	1.069137429363683e-03	-6.255090592945100e-04
8.499999999999865e+00	-1.533501919846183e+01	-3.663678789558805e-01	1.477631474057171e-05	-1.106823288328722e-03	-2.501964361336704e-01	-6.177191887185383e-04	-2.848062367060504e-03	-1.261769606358599e+00	-8.200737133075741e-04	5.055712701801891e+02	-3.250710224066391e+02	3.543696138109659e+01	-1.841955433125396e-03	1.728762445013016e+00	1.019486520148570e-03	-6.405073732469021e-04
8.509999999999865e+00	-1.462783264617128e+01	-3.710040684964475e-01	2.194347634480972e-05	-1.139121387301157e-03	-2.622973855386762e-01	-6.511212428596703e-04	-2.712508017099137e-03	-1.158766518645346e+00	-8.068089872133729e-04	5.054128607384844e+02	-3.249665540565857e+02	3.610368011395035e+01	-1.823627876801048e-03	1.636883797912594e+00	9.713303672668893e-04	-6.537275888093910e-04
8.519999999999865e+00	-1.394976144880033e+01	-3.747246043060613e-01	2.933812751416774e-05	-1.169294957393417e-03	-2.733682535308522e-01	-6.815669363880198e-04	-2.578661759319860e-03	-1.056058087077830e+00	-7.891450865662702e-04	5.052618854502184e+02	-3.248670036199012e+02	3.672587797587828e+01	-1.805482934180137e-03	1.547055872269408e+00	9.246781378376026e-04	-6.651386564011725e-04
8.529999999999864e+00	-1.330308946171122e+01	-3.775488702200833e-01	3.689487052744938e-05	-1.197384517376323e-03	-2.834141305769028e-01	-7.090604904091155e-04	-2.447077710651851e-03	-9.540777096710027e-01	-7.671765299764037e-04	5.051181687542947e+02	-3.247722554302775e+02	3.730432938048314e+01	-1.787518775035055e-03	1.459343143490393e+00	8.795305775496462e-04	-6.747212461531780e-04
8.539999999999864e+00	-1.268962095441507e+01	-3.794993020885000e-01	4.454794099599727e-05	-1.223441224069596e-03	-2.924443779996647e-01	-7.336197027903238e-04	-2.318228270465196e-03	-8.532277824686695e-01	-7.410279729688580e-04	5.049815015102743e+02	-3.246821719606437e+02	3.783988886891586e+01	-1.769733578682381e-03	1.373800056053639e+00	8.358799801277286e-04	-6.824674178335604e-04
8.549999999999864e+00	-1.211069671824264e+01	-3.806010241358563e-01	5.223207322500529e-05	-1.247525281085693e-03	-3.004723014896861e-01	-7.552749519846741e-04	-2.192509335469296e-03	-7.538780132250484e-01	-7.108518975382364e-04	5.048516465727402e+02	-3.245965974565007e+02	3.833348166308231e+01	-1.752125540925381e-03	1.290471379487707e+00	7.937110958319441e-04	-6.883801812874680e-04
8.559999999999864e+00	-1.156721910107823e+01	-3.808814506069542e-01	5.988325661215170e-05	-1.269704317741392e-03	-3.075147496366649e-01	-7.740679835535026e-04	-2.070247187951027e-03	-6.563648173763577e-01	-6.768257917782529e-04	5.047283444190700e+02	-3.245153615985384e+02	3.878609333392873e+01	-1.734692879448624e-03	1.209392819596782e+00	7.530021063040322e-04	-6.924728411486738e-04
8.569999999999864e+00	-1.105968701315862e+01	-3.803700141970287e-01	6.743921191400008e-05	-1.290052046908253e-03	-3.135917868722483e-01	-7.900507336980407e-04	-1.951706626530144e-03	-5.609923791460720e-01	-6.391502876828518e-04	5.046113170671493e+02	-3.244382820396061e+02	3.919876375613868e+01	-1.717433831350124e-03	1.130591848844839e+00	7.137254455470993e-04	-6.947684621734769e-04
8.579999999999863e+00	-1.058823026801633e+01	-3.790978802092499e-01	7.483987470395687e-05	-1.308646996550821e-03	-3.187263651067659e-01	-8.032842174558460e-04	-1.837097677691919e-03	-4.680332076968603e-01	-5.980468577202113e-04	5.045002721103412e+02	-3.243651670227585e+02	3.957258045192752e+01	-1.700346652810156e-03	1.054088502740962e+00	6.758485611760693e-04	-6.952992292518656e-04
8.589999999999863e+00	-1.015264475769093e+01	-3.770976656702501e-01	8.202783091853266e-05	-1.325571333965691e-03	-3.229439981215868e-01	-8.138374551405631e-04	-1.726581654468684e-03	-3.777287612149095e-01	-5.537553188822942e-04	5.043949065602125e+02	-3.242958178755430e+02	3.990867200881296e+01	-1.683429619101259e-03	9.798961627116431e-01	6.393346238635414e-04	-6.941057378850823e-04
8.599999999999863e+00	-9.752427914256602e+00	-3.744031567728990e-01	8.894870482676854e-05	-1.340909768439234e-03	-3.262724310243857e-01	-8.217864215955451e-04	-1.620276702716691e-03	-2.902902084110778e-01	-5.065311208060370e-04	5.042949105393715e+02	-3.242300314080967e+02	4.020820131870683e+01	-1.666681025190540e-03	9.080223097266011e-01	6.041432014787370e-04	-6.912362084220823e-04
8.609999999999863e+00	-9.385764393307293e+00	-3.711335715709673e-01	9.561523603409893e-05	-1.354776393072210e-03	-3.287336063625909e-01	-8.272117255284775e-04	-1.525211108647603e-03	-2.039795147107177e-01	-4.605348088816115e-04	5.041999614679630e+02	-3.241675954849042e+02	4.047257988492985e+01	-1.650099183315823e-03	8.410788547724530e-01	5.701937569707869e-04	-6.876346588212368e-04
8.619999999999862e+00	-9.052371640882747e+00	-3.672558306182064e-01	1.019757338730661e-04	-1.367314478648322e-03	-3.303437065167905e-01	-8.302014432531834e-04	-1.435728497583108e-03	-1.207051982996905e-01	-4.133073573898653e-04	5.041097259430243e+02	-3.241082900502171e+02	4.070352203351762e+01	-1.633682518097263e-03	7.772570195471536e-01	5.373658396270744e-04	-6.827622101135316e-04
8.629999999999862e+00	-8.751298290221307e+00	-3.627776618397380e-01	1.079702563277988e-04	-1.378604571182082e-03	-3.311403743072012e-01	-8.308584553308977e-04	-1.349333455964694e-03	-4.130085601869444e-02	-3.637570036424939e-04	5.040238838790821e+02	-3.240519050078355e+02	4.090235231020503e+01	-1.617429287331908e-03	7.156062790259177e-01	5.056222254554855e-04	-6.763777485304383e-04
